date,ticker,close,volume
2016-03-10,MO,63.0,6124846.0
2016-03-11,MO,62.01,7469675.0
2016-03-14,MO,62.01,4754826.0
2016-03-15,MO,61.86,5815134.0
2016-03-16,MO,62.07,5282311.0
2016-03-17,MO,62.33,7224940.0
2016-03-18,MO,61.54,16636595.0
2016-03-21,MO,61.72,4124719.0
2016-03-22,MO,61.0,5198384.0
2016-03-23,MO,61.41,6229229.0
2016-03-24,MO,60.88,5651418.0
2016-03-28,MO,61.63,4467586.0
2016-03-29,MO,62.03,8973299.0
2016-03-30,MO,62.58,6622959.0
2016-03-31,MO,62.66,6442821.0
2016-04-01,MO,63.06,5833125.0
2016-04-04,MO,63.23,5093022.0
2016-04-05,MO,62.93,4728770.0
2016-04-06,MO,63.56,5581446.0
2016-04-07,MO,63.41,5600178.0
2016-04-08,MO,63.8,5044754.0
2016-04-11,MO,63.31,5928748.0
2016-04-12,MO,63.82,4926818.0
2016-04-13,MO,62.07,14747389.0
2016-04-14,MO,61.59,7386467.0
2016-04-15,MO,61.68,6738709.0
2016-04-18,MO,62.17,4343883.0
2016-04-19,MO,61.71,4966451.0
2016-04-20,MO,61.48,4636928.0
2016-04-21,MO,60.18,6611504.0
2016-04-22,MO,60.52,6977961.0
2016-04-25,MO,61.22,4785790.0
2016-04-26,MO,61.35,5619193.0
2016-04-27,MO,61.55,6189282.0
2016-04-28,MO,62.19,5544990.0
2016-04-29,MO,62.71,6470251.0
2016-05-02,MO,63.12,4740244.0
2016-05-03,MO,63.2,5197946.0
2016-05-04,MO,63.23,5468797.0
2016-05-05,MO,62.84,8835028.0
2016-05-06,MO,62.93,7225684.0
2016-05-09,MO,63.66,6759268.0
2016-05-10,MO,64.6,6488899.0
2016-05-11,MO,64.61,4776384.0
2016-05-12,MO,65.02,5652841.0
2016-05-13,MO,64.58,5643355.0
2016-05-16,MO,64.76,4811028.0
2016-05-17,MO,63.88,6948896.0
2016-05-18,MO,62.99,6277094.0
2016-05-19,MO,63.35,4379774.0
2016-05-20,MO,62.96,4815445.0
2016-05-23,MO,63.24,3709491.0
2016-05-24,MO,63.79,5209613.0
2016-05-25,MO,63.92,4265913.0
2016-05-26,MO,64.0,3732653.0
2016-05-27,MO,63.96,3255739.0
2016-05-31,MO,63.64,6922062.0
2016-06-01,MO,64.35,5993453.0
2016-06-02,MO,64.31,3673047.0
2016-06-03,MO,65.3,6829496.0
2016-06-06,MO,65.2,4812902.0
2016-06-07,MO,65.1,4177240.0
2016-06-08,MO,65.62,5437662.0
2016-06-09,MO,65.86,4638030.0
2016-06-10,MO,66.13,5208230.0
2016-06-13,MO,64.84,7761099.0
2016-06-14,MO,65.3,7870386.0
2016-06-15,MO,65.33,5361493.0
2016-06-16,MO,65.95,5777197.0
2016-06-17,MO,65.4,7311746.0
2016-06-20,MO,65.88,5787250.0
2016-06-21,MO,66.18,4710401.0
2016-06-22,MO,66.15,4919284.0
2016-06-23,MO,66.31,5041745.0
2016-06-24,MO,67.02,16923882.0
2016-06-27,MO,67.93,11198743.0
2016-06-28,MO,67.91,8631446.0
2016-06-29,MO,67.83,7191133.0
2016-06-30,MO,68.96,9858625.0
2016-07-01,MO,69.02,7087159.0
2016-07-05,MO,69.61,7905342.0
2016-07-06,MO,69.72,6665550.0
2016-07-07,MO,69.3,5330894.0
2016-07-08,MO,69.83,5339546.0
2016-07-11,MO,69.87,5101589.0
2016-07-12,MO,68.87,7752917.0
2016-07-13,MO,69.08,5661282.0
2016-07-14,MO,68.92,5170281.0
2016-07-15,MO,69.41,5713920.0
2016-07-18,MO,69.17,4569994.0
2016-07-19,MO,69.22,4725431.0
2016-07-20,MO,69.01,4272071.0
2016-07-21,MO,68.73,5321680.0
2016-07-22,MO,68.86,5772938.0
2016-07-25,MO,68.8,3916722.0
2016-07-26,MO,67.93,7357837.0
2016-07-27,MO,66.75,11249562.0
2016-07-28,MO,67.11,5816398.0
2016-07-29,MO,67.7,6147683.0
2016-08-01,MO,67.65,5038150.0
2016-08-02,MO,67.34,3974426.0
2016-08-03,MO,66.37,5662807.0
2016-08-04,MO,66.62,3512680.0
2016-08-05,MO,66.53,4695193.0
2016-08-08,MO,66.49,4947264.0
2016-08-09,MO,66.62,3305216.0
2016-08-10,MO,66.84,3161353.0
2016-08-11,MO,66.74,4341025.0
2016-08-12,MO,66.74,4174747.0
2016-08-15,MO,66.26,4072505.0
2016-08-16,MO,66.26,4876691.0
2016-08-17,MO,66.46,4736664.0
2016-08-18,MO,66.31,4432566.0
2016-08-19,MO,66.33,3274822.0
2016-08-22,MO,66.34,2963093.0
2016-08-23,MO,66.46,3072812.0
2016-08-24,MO,66.16,5169255.0
2016-08-25,MO,65.92,4748932.0
2016-08-26,MO,65.83,5136264.0
2016-08-29,MO,66.1,3616755.0
2016-08-30,MO,65.88,3865598.0
2016-08-31,MO,66.09,4882007.0
2016-09-01,MO,66.32,4515076.0
2016-09-02,MO,66.88,4351990.0
2016-09-06,MO,67.2,4722733.0
2016-09-07,MO,66.72,4253442.0
2016-09-08,MO,66.4,4721221.0
2016-09-09,MO,63.56,10546408.0
2016-09-12,MO,64.67,8601886.0
2016-09-13,MO,63.55,6437725.0
2016-09-14,MO,63.12,6725301.0
2016-09-15,MO,63.25,5798230.0
2016-09-16,MO,62.8,7082960.0
2016-09-19,MO,62.72,3543051.0
2016-09-20,MO,62.97,4137479.0
2016-09-21,MO,63.5,4967061.0
2016-09-22,MO,64.12,4586591.0
2016-09-23,MO,63.87,4428499.0
