date,AAPL,ABBV,ABT,AMGN,AMZN,AVGO,BA,BAC,BMY,C,CELG,CMCSA,CSCO,CVX,DIS,DWDP,FB,GE,GILD,GOOG,GOOGL,HD,HON,IBM,INTC,JNJ,JPM,KO,MA,MCD,MDT,MMM,MO,MRK,MSFT,NVDA,ORCL,PCLN,PEP,PFE,PG,PM,T,UNH,V,VZ,WFC,WMT,XOM
2004-03-26,104973504,,9023941,9564700,5740400,,3591900,14308000,8176900,1013800,6064800,26351386,48203800,7657200,5353600,,,69142600,22843200,,,6852100,2417600,4397700,65644100,5767800,6019400,8349200,,4185000,3323700,2615700,3758156,5602800,61584900,13790093,47907200,1746900.0,2929400,14960800,5383000,,6358100,3785800,,6021800,6393800,6867600,11345400
2004-03-29,87682087,,11479585,11654900,5561000,,2133500,12083200,7060000,1526300,7884000,23207589,44442700,5664200,4740700,,,59129400,19482400,,,5376700,2482800,4876300,66249300,6578300,7541100,9608200,,5874500,3528200,2651500,4137175,5437100,51881600,24644087,39093100,1079000.0,4269900,16169100,5299600,,6587700,4554400,,6925400,6838000,8420400,9621800
2004-03-30,89919289,,9420265,8853200,5452900,,2467300,11363600,8721800,1397200,5772800,15964792,38857600,6641400,4772900,,,48220800,12538400,,,5044600,2288700,5415700,62191000,5754900,7785300,14505400,,2617200,3111300,3000700,3347703,7369100,59010400,18123890,49915300,719300.0,9084200,15672300,6431600,,7302600,3783800,,5671400,10068800,6470300,10453100
2004-03-31,97693497,,10462163,10113000,4674900,,3416500,17437000,7875900,1779000,4900000,21537190,51583000,7320200,8254000,,,49868200,19128800,,,6272500,2747800,4613500,57809100,7201900,7842800,10403200,,3228000,3642900,2986400,5644662,9626100,70533200,15118792,48584200,1438100.0,4994900,16562400,7500400,,11050400,3800000,,6619300,11330400,8472000,12630500
2004-04-01,79583079,,11200619,8847500,6508500,,2315900,12958000,8577800,1247100,14520800,24056588,44882300,9258800,8353000,,,47570600,15368800,,,5471600,2284500,4246900,55051700,6380700,10295200,8979400,,3696600,3000800,2866000,5278075,5782900,69051900,32987683,60501700,709000.0,4338500,22483600,6393800,,8569700,4411800,,15743800,7028400,14494400,11381200
2004-04-02,68619668,,11562206,9282600,8148100,,3273200,22860800,7228700,1706600,13554400,20356189,54740900,5817800,9083600,,,54217300,18067200,,,12430300,2221200,5894500,78672000,7411400,12806900,9452800,,3369400,4265500,2888900,4678516,7284600,98043800,16243491,48908400,812500.0,5167300,19926100,5788200,,8220200,4385000,,9152100,10338000,10625100,11270900
2004-04-05,96418096,,13142261,7221200,5939100,,2391800,15189800,6600500,1064000,12082400,18490790,41326200,4525400,8190300,,,54271400,12958400,,,6466300,2292600,3936000,47534500,7122000,10003200,9491000,,2826000,3860700,2237300,4475463,4673300,53800300,14418592,48809700,652000.0,4730500,13907200,5795800,,10980700,5603400,,8829600,9280800,8421400,8649100
2004-04-06,64498064,,8756412,8077500,5916300,,1925000,14484800,5053600,759500,11260800,15862393,38725000,3974800,6812900,,,47456000,19260800,,,5716000,2551800,3860100,70147800,5042500,7845200,9925800,,3871400,3490200,1653000,5800212,5235700,48992000,15602392,36671400,567000.0,4687100,13492000,4630400,,5516900,4191000,,4716100,6654200,6902200,7449500
2004-04-07,63779863,,14670692,9372700,4550600,,2845300,11183200,4297800,983400,8908800,21335590,45047500,5356600,6405300,,,30772700,16128800,,,7767000,2635500,4537300,72680200,6221500,7224700,11291200,,5193400,3447300,2952600,7327812,4902900,63268900,11196594,45873800,848600.0,4253300,20638500,6257000,,10655900,3334200,,14869500,8556000,10385200,10144700
2004-04-08,60229460,,16166096,6681900,8879700,,2152000,8213200,5856200,825600,10046400,15009793,32130200,6016600,4121700,,,38891700,16741600,,,9025200,2415800,3868000,71791400,8022200,4961800,8024800,,3395900,4468800,2340800,5562390,6052600,45294600,11177394,25128300,796900.0,4320400,14910900,4189400,,6393200,2611600,,7647400,5838800,14725900,12242600
2004-04-12,57635257,,21136062,4784400,4345900,,1606200,10105000,4210300,705200,6599200,27536587,24691100,5520600,6512700,,,17174300,11870400,,,3910700,1729600,3112600,51016700,5346000,4989800,9983600,,3120300,3528000,1512900,3414915,5204300,38786800,11094594,37987000,572900.0,5431200,11843800,4611600,,9668600,3295200,,5125400,6158200,7161800,9950600
2004-04-13,109099309,,18684480,8872600,5724400,,2586000,16865000,5700000,1530800,5526400,21580789,42040700,11384200,10038900,,,32492800,17198400,,,8008400,2181300,5013600,83164700,10773300,11592300,12863000,,4626600,4303300,2397800,5692065,6081600,56971500,11067594,34207400,453900.0,4772600,20887900,7595600,,8524800,5088600,,6622700,13803400,13147900,12351400
2004-04-14,159933359,,18008123,9412100,6144100,,1666800,23632200,7315600,1491700,6762400,27648586,43324300,6705200,9549300,,,36003500,25814400,,,6885600,2416500,5316300,79211500,9254300,12978200,8876400,,15812600,4239800,1861400,4912498,8779500,61079600,12800393,40484800,663400.0,4624900,15937000,7354800,,6560000,5099000,,5365700,15814400,10070200,11549600
2004-04-15,440362040,,24810816,11843700,5603500,,1516200,14383800,12909800,2620600,7687200,26725786,74004200,5003400,7706800,,,24924600,15978400,,,6164600,2219900,6844200,90498900,19346800,15835000,8750000,,6686700,4120000,2077700,4547830,12625800,73756900,20702089,41139700,414900.0,5137700,38241900,5313000,,7175300,22416800,,5072200,11567600,8682600,12009400
2004-04-16,100732900,,15782064,9056300,8393500,,2625100,14094600,8515800,1762800,7428000,18439190,61589200,5050400,11860500,,,25801000,13829600,,,7030600,3490900,11118000,63905000,11372700,9741200,10517000,,4317900,6318300,2234400,3914211,7648300,51768600,16371591,37456900,1065600.0,5275600,26885100,5455600,,7702200,9732400,,8280000,13420600,8850200,10278000
2004-04-19,178088578,,11696772,7145500,5352500,,1312800,10681400,5882100,979100,10257600,16480791,43000200,4925000,5869600,,,18000200,14676000,,,4980300,2844800,4159400,51522500,7614800,7395300,17597800,,15179300,3830600,5273200,4558948,5519200,44592100,13070093,39837500,504800.0,4176600,17427900,5014000,,7011500,7295400,,4855900,7029800,7265800,7110700
2004-04-20,88629888,,9756412,9354200,9376100,,2292100,12165600,5377700,1281100,8400800,18245390,62509800,6162000,8470100,,,20551200,14097600,,,4915800,2591100,4260200,50610200,7574100,9028300,9239600,,5193900,2838700,2724800,6992052,4492400,59902600,12845093,46891200,654000.0,4543500,19144000,4959600,,10382600,6904400,,8294600,11589400,8164300,10363100
2004-04-21,81468881,,13770735,22000700,6054200,,2137500,11839600,9069900,1252100,9634400,24935987,73643700,6093600,8373500,,,30059800,20096000,,,6626300,4327200,4623400,61959800,7676200,18611600,14946400,,5134400,4448600,2185900,6494879,5814700,49252000,17220291,39061300,355100.0,4163300,17785900,7359800,,13192200,6768400,,9222600,10267000,6540600,10862800
2004-04-22,86146286,,11968469,18433900,15798200,,3583200,12743200,7172300,1458400,14407200,30048185,72532200,5308800,7475500,,,35252800,22852800,,,6015100,4593000,7988000,65165300,7143200,14094200,18415600,,5902800,5022300,4789600,4750176,7126800,99207700,17387991,47915400,836700.0,3810000,21667200,7706600,,18267200,6527400,,7059300,9568800,10065100,10243300
2004-04-23,78957278,,8948054,15418300,14599400,,2225600,8803200,7369700,1175600,17703200,28070985,51364700,5360800,8112800,,,19259300,86910400,,,4680400,2155600,5063200,65204700,5926700,7214500,13696000,,3640400,3761000,5057200,4179625,3828900,258269000,11098194,38928500,488900.0,3699000,12298900,4196800,,9297300,2523800,,5052100,8337600,6396600,7957300
2004-04-26,57782257,,8347263,9198000,7314200,,3311100,9030400,6456800,971300,28746400,28443585,40777500,5662200,9160900,,,16629500,30736800,,,4549700,1670400,4533600,56761000,5911500,7071300,11161600,,3956900,4438100,2909000,4380354,3642200,89391000,10747794,35321200,331600.0,3030200,12463300,4065400,,9942900,9575400,,4066500,7256600,7017100,9476400
2004-04-27,70966070,,10493373,10232800,8983700,,2892200,10603800,8363700,1218600,29098400,32087983,42022900,6423800,9649600,,,26838200,21693600,,,5152000,4517600,4768000,53607000,8520100,8743600,11534200,,3952000,3808000,3211000,5240375,5857700,80716800,12364193,38910400,1179900.0,3717000,15092400,5568000,,10975200,24536600,,9911800,10814000,8613100,13363000
2004-04-28,57792057,,11196451,9787900,6127600,,6048100,9604200,12302100,1790700,91784000,90154955,43185300,5644400,28457900,,,27366000,22191200,,,5011200,2941700,4706000,61432500,6545900,7048500,9501200,,6286000,3532600,2698200,4250881,5912100,72842200,11719194,38196000,692700.0,3746900,20301000,5748600,,7377900,7985400,,8113600,10569000,8523400,11798800
2004-04-29,115197715,,9965156,8700000,9035700,,2485400,13749000,9295200,1722000,13560800,45852178,58257700,6123200,17110100,,,23555200,20777600,,,6266500,4440000,7763200,76355500,6278100,10451500,10371400,,3574200,3865900,3166400,4931398,5544900,77787300,16126191,86524700,1210900.0,3948200,13826600,7064200,,8869500,6735600,,7317200,8325000,8689700,13531100
2004-04-30,116625716,,9551517,10484600,9841300,,2675700,10545800,6974800,1185600,10880000,23940588,88594800,7968400,17002600,,,23172800,19482400,,,6377800,3702300,5019500,71322000,7359100,7720300,10971200,,4072100,3150200,2990900,6042582,4629500,66172200,12823193,61729600,782700.0,4076700,16948300,9758600,,9346000,8378400,,7762100,7787600,8538400,13186400
2004-05-03,74408674,,13175600,9706200,6923400,,2806900,8869600,5797400,1227500,12018400,25838588,68266800,6451600,9414100,,,17002200,19542400,,,8375300,2923200,6070100,61588700,7374300,8119800,8053800,,3786300,4531300,2296300,5164672,5517600,65916200,15266692,47395000,2191800.0,3662400,13802600,6974400,,8362000,7755200,,6399200,8294800,11194000,12381400
2004-05-04,69995869,,8566600,9901300,7288900,,3223200,11293800,6505200,1342600,11291200,26766586,55848200,6945600,10834500,,,17425600,35239200,,,5134500,2434000,5451800,60991900,6534900,9740200,10786000,,3017400,3624100,2872700,4449588,5407400,55496400,19309490,66183600,2937600.0,4087800,17898200,6938800,,7089600,7168200,,7028500,12521200,12762100,13133700
2004-05-05,59526659,,6947200,8522500,4890500,,2519100,9738800,7685200,1104200,10991200,24022388,35647000,7227000,10131900,,,17983100,21067200,,,4653800,2127400,4402300,41486800,6399200,8968500,11156200,,3161100,3639100,2443100,3577742,4678600,51841700,11606994,29772000,1185400.0,3077500,12035300,5604800,,6756800,6424400,,5077300,9762000,8765400,13154500
2004-05-06,65889665,,5943700,6904800,7818400,,3401400,14865400,7010600,1594600,8850400,29675586,62631800,5419600,9464500,,,16222900,23300000,,,10876800,1764800,4319100,54138700,8673000,7717600,9009600,,2731000,3196400,2819500,4190440,5719500,62693900,17783691,44245700,962900.0,2629000,14403100,6762400,,7543900,6344200,,5608200,7010400,16024600,11523100
2004-05-07,104759304,,6086400,7709400,9292600,,2263900,14631800,6634800,2064700,9512000,29849985,64754800,5225600,7844200,,,19975100,22827200,,,15928600,1950500,5407400,69608900,11046000,11997100,10231800,,3515500,3183700,2243300,4446455,6637700,68290200,23919288,39423200,1075100.0,3804300,13239600,8947800,,6965700,6557200,,6909900,12484000,13930100,10017200
2004-05-10,62494662,,9058300,11208600,10209000,,3666900,16220800,7177600,2983100,10100800,37241582,67550100,8857600,12050700,,,28367300,22914400,,,10169800,3320600,6692400,71539700,11477400,21494000,13490400,,4418600,4035100,3089400,6293544,8774400,64621400,16726791,36486800,809900.0,4195400,16743000,7718600,,9205500,8979600,,7701600,11726600,14234900,16300500
2004-05-11,76293076,,5641100,7219900,7595600,,3322000,12327200,4806700,1520600,8762400,22642389,92963900,6580200,14417000,,,19691700,15387200,,,7538100,2503000,6575000,82353000,8244600,16613700,10300800,,5243700,3916400,2745500,11076468,6390500,57917200,9998395,36158300,610000.0,3632500,15267400,7315400,,5460800,7510800,,6666100,9078200,9647900,11286400
2004-05-12,61355061,,6333400,11747800,7486200,,2763300,18760800,4231200,1635400,11848800,25870388,114992800,8284200,10151300,,,25684600,23418400,,,10560700,3117800,8445800,81059000,5798200,16881200,8902400,,5934300,3471200,2814700,30959835,4948900,64145600,12058193,42703600,837000.0,3482500,16741600,6926800,,6894900,6470400,,6041300,10987000,12302900,13372400
2004-05-13,57463057,,6107900,6805900,8261200,,2008300,14427400,3941300,1357600,20980000,34364382,52726300,7424600,18064300,,,18062200,16972000,,,8983200,2107800,4708400,59959000,6619200,11896100,7085000,,3763200,3272900,2509700,18696985,5120600,63861500,8698795,34109400,561100.0,3956200,12814100,5916200,,8924300,5878200,,6359900,11970800,13221100,10251200
2004-05-14,64450464,,5791900,7296200,5126600,,2710000,10800600,3991200,1164200,15420800,26361787,64216800,7829200,7106200,,,18487300,18331200,,,6948300,1770900,5197800,51872800,5393000,9251400,8548800,,2746000,3844300,2735800,10428597,4452000,43775300,11474994,33566500,378800.0,3286400,11697000,6617600,,6084300,5716400,,6324800,14996400,8573600,10644700
2004-05-17,75111475,,6917200,6953100,6625700,,2454500,12478400,4062600,1577700,12617600,24645788,67886000,6860600,6660700,,,19907900,32547200,,,8121900,3313100,5700000,64859800,6229800,10311700,7597800,,2849700,4750200,2774500,8115567,4657100,55149600,7708496,49025700,363100.0,3628200,11833100,6971200,,7491100,5237600,,5288700,10223600,8432000,10229800
2004-05-18,51515851,,5501800,8797400,5602000,,1477200,10636000,3910400,1229400,13283200,28462986,51852700,6067800,5237700,,,21856400,82911200,,,14104700,2987500,4401100,55177200,5361600,8825600,9899400,,3529900,4494700,2958200,5888347,3806400,58158600,5110497,26005300,398000.0,3061200,11016400,6523600,,8231100,5195400,,5063400,12647200,8850600,11444100
2004-05-19,93898093,,6679400,10710300,7379400,,3016800,13052000,4211700,1679200,11926400,21759790,63533600,7408800,8092000,,,24604800,35078400,,,7603400,2821600,7431800,77032600,5748700,10945700,9078400,,3845100,2999300,2578000,5398350,4517300,60052800,12456893,39327800,586300.0,3594700,11590000,5216400,,11030700,7940400,,4958100,16055600,10540100,13681100
2004-05-20,49074249,,6330900,15449200,5926300,,2281200,10673400,6242800,1080500,13504800,16086792,44040200,4789800,4252800,,,14329400,18751200,,,6761300,2024400,4031500,52381300,4560300,7384700,7053400,,5335400,3094700,2439700,5057334,5244000,52089900,10537194,35553700,501600.0,3876300,14014100,5441000,,6263700,7510600,,5582100,8893400,7449000,8332400
2004-05-21,44973644,,7990400,9411500,5272900,,2493000,9685400,5729400,1914500,11608800,16377192,37122600,6480000,7055800,,,21917300,17343200,,,8684700,1908600,5130000,46798400,6605800,7116500,9992000,,4331500,9715800,1974800,6514588,3539600,57809300,7052396,38074300,882900.0,3427400,15954200,7756600,,5991500,7680200,,6377600,9670600,8585500,16860700
2004-05-24,58900858,,8088700,9161200,5073900,,3803600,8437200,4576400,855200,6228800,15613993,42606900,7448200,5980900,,,19510800,16334400,,,6276400,2475400,3778100,45718100,6242700,6079600,9990000,,4298100,7134800,2246700,32316017,3655000,56250500,7540496,30700600,768700.0,2869800,13742500,5733600,,5066600,6141800,,6604400,7335600,9549500,11629700
2004-05-25,79994679,,8599200,9457800,7222000,,3989900,13229400,4684700,1307700,6912000,19757591,56792400,7524800,5406800,,,23139300,18752000,,,7517900,2195300,5358100,65523400,8148300,8236600,11520800,,5841400,23063000,3102700,20967969,3903000,66615000,17031591,44651300,863300.0,3413600,15537000,6074400,,10117400,5592400,,7575500,7672400,8567400,12634400
2004-05-26,80542080,,6278600,8049000,7397600,,3432900,14386200,4090100,1031500,9996800,27659986,43833800,7352200,5472500,,,18591000,27163200,,,6813900,2991800,4308200,50431600,9073300,6704000,7401600,,4708200,12655900,1837100,9799323,5477700,50306900,13114193,32837400,820500.0,4963000,12323800,5645800,,11198900,9423800,,10739800,8815400,6675900,10021700
2004-05-27,58993258,,6174400,10801800,14175200,,6691500,14058000,4993500,1185400,6063200,25624187,39144700,6381600,5806600,,,16240500,21041600,,,8433900,2074600,4094600,55379500,5652800,8163000,11214800,,6268000,12119300,2742900,7784253,5141800,49071900,13913693,40369500,554700.0,4076300,12013400,6077200,,9231700,11126800,,10208400,12676400,9867400,10616600
2004-05-28,36429436,,6109200,5533200,10629100,,5323600,10294000,4937800,993900,3317600,15436792,36220400,4662000,3881100,,,17527800,14172800,,,7014700,1618700,3203800,48045200,5505500,4311000,7948400,,4617900,5248200,1650600,5811835,4753800,37393000,15949492,30497100,766800.0,3016900,11965300,3929000,,5521000,7110800,,6491100,7927600,6163100,10248800
2004-06-01,45533645,,5808000,7182200,12940300,,4211300,11683400,4263100,1128400,8172800,21434989,36548100,7680200,7338400,,,19313900,16683200,,,6297800,3937600,4884300,51164300,5164300,5619300,6464000,,3041300,5033900,2365200,7563310,7709100,48369500,7960496,42016100,2089100.0,3321600,14493900,5139600,,6596700,7209000,,7376100,7136400,7995200,10000700
2004-06-02,79678279,,5274600,8863500,12473500,,4115400,10461200,4071000,1316500,11191200,19671590,38025400,7268000,8756100,,,17776200,19536000,,,11178600,2351600,3912600,49706200,7907800,6267600,11810600,,3638900,4854000,1832700,6028129,4784400,54020000,16094991,39112300,1311500.0,3940000,15494300,5459600,,6177300,5960600,,7796700,8642400,10183500,13583600
2004-06-03,62732662,,5126900,9233000,8341400,,2363100,8925800,3371300,1008300,14583200,21142390,38827800,5605000,6511500,,,15552600,16721600,,,7191900,1523400,3011500,56286200,8850000,7280700,8386800,,4844100,4491800,1630900,4014171,4993800,45933100,17520591,53652200,636900.0,6536800,15793000,4222000,,5751700,7407400,,6489800,5910200,9752800,8656000
2004-06-04,99778099,,7217100,5805900,12585600,,2832700,9897600,5373500,1032300,20651200,30668384,71924000,5209600,4917000,,,17749000,21123200,,,8056300,1537100,3803400,62251700,5193600,5832100,7293600,,3533400,4038100,1738000,4789897,4568100,48815300,16240191,48278700,541100.0,3013500,13376700,4417800,,5531700,5353400,,5578500,5023600,7156600,10021500
2004-06-07,73969073,,7090200,7675600,7688000,,5770800,11347400,4987200,1274000,23059200,23359989,67100900,4714800,6580600,,,21037000,12400800,,,7311300,2883700,4264500,37487500,4924100,7368400,7378000,,5373200,2527500,2443100,6554815,4443000,65218600,14298892,43849600,556900.0,2915300,12030400,4417000,,5968200,3784600,,5259600,5949400,7013800,10918000
2004-06-08,103905303,,6201900,6919900,5994700,,3664400,11520600,4954000,916100,13723200,21665590,49497200,8511200,5969000,,,19661000,13222400,,,7613500,2162400,5400300,48237500,7499600,7042800,8212000,,4501900,3902100,1950300,5652041,4828700,58447700,15374992,49357800,677700.0,3505100,14039000,6085600,,5822800,6408600,,6420100,6064200,6971400,12847800
2004-06-09,87301287,,6862200,6161500,6579400,,3340400,7264400,3451100,816200,16616800,15450592,41189900,8362000,7254900,,,18496900,21515200,,,8780500,4286000,5233400,46163000,3891400,6053000,13833400,,3523100,3385900,1766000,5701768,3778500,50385500,12458393,47534000,741900.0,3665500,9655700,5200200,,14308100,4101200,,14799800,8827400,5774100,11655300
2004-06-10,64394464,,7283600,6878300,7209000,,2532500,7477600,3456300,678900,14048000,9658195,35949900,6607600,5604400,,,15993700,26593600,,,8184600,4575200,3468700,42508600,4404200,5198600,9386000,,4980600,4986600,1655500,7116168,4193800,48109200,14112892,42342500,469700.0,3043000,10453700,6059400,,8501500,5122600,,9143500,4057000,6281500,9130400
2004-06-14,60996660,,6905300,6872700,5180900,,4027300,10849400,4268500,1261400,9160000,18843191,44958400,6121200,7389100,,,15855400,15803200,,,5682500,3895100,4121400,37832900,4257000,6317600,7353400,,4753000,4062200,1975500,8485490,6583800,67377500,10618794,41450900,586500.0,2537100,17396800,4845200,,6823600,4372800,,6946100,5563800,6351900,9361500
2004-06-15,111158711,,15291100,7813600,6912500,,7011800,14701200,4560700,1227400,7601600,21847189,60862600,6954200,6140800,,,23376400,17004800,,,7589900,4720800,4508300,47001700,8312400,8166300,9286200,,6445300,4130700,1927200,5700858,7511300,114183400,9864595,62721200,531000.0,3933100,17192000,6736400,,6475500,4098400,,7838600,7573200,8709200,12675200
2004-06-16,227410627,,5529800,7015200,4097600,,3370100,11355200,3885300,669800,6296800,13209194,44052400,6133200,6156800,,,22431900,12346400,,,5333100,2129400,3145700,34035000,4471900,5895200,7924400,,3503200,3419000,2371600,4875303,5229900,67431100,6314396,80914200,517500.0,2114600,11868900,3609000,,5520000,3614000,,5895100,3873600,6859500,12110000
2004-06-17,137830137,,5532900,8717900,5875500,,3540400,8878600,3147800,641200,6137600,14470192,55167200,5142800,4897800,,,31005700,13227200,,,5880500,2364100,4180200,38966500,4750500,5747200,6106800,,4083500,2932000,1497900,3624033,4139000,105427500,12059393,41264700,629700.0,2099000,10681800,5650200,,4665900,4181000,,5594000,4553600,5242800,9028200
2004-06-18,101563101,,8812000,9839100,4416700,,4066600,9613000,6195400,1367300,8007200,23631189,74781900,7786200,7330600,,,60311300,15283200,,,13836700,3430700,6470800,52413700,8467400,12953300,10107400,,4213700,4095700,3702400,7629714,8243700,134218700,13358393,62933800,1063000.0,3058300,18263000,20318200,,9370400,4981000,,7961000,6649400,12935800,14795000
2004-06-21,97553497,,6214600,6070000,4490300,,2346100,10067600,3931200,853200,4437600,19017191,48264000,5152800,6368300,,,22476000,11554400,,,7814000,2101900,3843400,43528400,4514400,5511700,5516800,,2389600,3187600,2429200,4949692,4145500,116881700,6664196,38332300,759500.0,1678500,10930500,3174800,,6654300,9431600,,6784000,6777000,8005500,9680900
2004-06-22,90127890,,12784900,11267900,8120500,,2640700,12322000,4667000,1050500,8167200,28564986,53290400,5413000,6762400,,,24245300,15867200,,,10313400,2481100,4149300,46902000,5235700,9628200,7195000,,3009300,3930500,3797100,7182875,5173400,98932000,10757694,55112100,3739600.0,3115600,16893400,6559000,,8497400,7446000,,6444000,6935200,14241700,10466000
2004-06-23,97717297,,5902600,9774800,7594700,,3559100,16322800,8225800,1130600,7852000,18842990,71903000,5801200,8472000,,,34333800,13816800,,,7715000,3271300,4354700,51711400,6199300,9303600,6094000,,4084800,3854500,2989400,7231895,5957100,58558400,6616496,45101400,2540600.0,2873400,16174800,5268600,,8395900,6658600,,6355100,6696400,23284800,14556800
2004-06-24,63128863,,13197500,8087900,6760100,,2463300,13723000,5312800,1304900,5744000,24396587,53542000,5038200,17940000,,,34239800,30621600,,,8889700,2581600,4069400,55033300,4445500,10092000,6205600,,3484500,3566800,1875800,6319115,4223200,65503800,14766292,70678600,866000.0,2405100,14653300,5925300,,11980800,6023400,,8153600,5938200,10148700,10005300
2004-06-25,80857080,,14331800,9322300,6998100,,4449200,16040800,6040100,1200000,10344000,33384784,60594100,6817000,7795300,,,80277000,19424800,,,12481000,3266500,5604700,68915000,7932400,12499100,10580800,,3542100,3773600,2939100,6129605,6659000,71136500,8228095,88673100,888900.0,4891900,31993800,9440900,,10774100,5434800,,9374400,9109800,13404800,21641100
2004-06-28,130274330,,9677100,8018300,11503900,,2966400,11361600,4964700,1136300,7107200,23454789,42743600,5683800,5434500,,,36057300,18450400,,,6621300,3058200,4423200,51702300,6590200,11788300,7731600,,6599400,3703100,1865500,15913364,4733100,77024100,7484396,47118600,1111500.0,4406300,21080200,6285600,,11216500,6539200,,7556600,8043600,14806500,13641200
2004-06-29,147638547,,7822400,8024100,8589400,,3127500,7428400,3972900,1234300,5106400,17159991,44366600,4717400,5304600,,,20307200,25576800,,,7898200,2481500,4394800,52663300,6198300,9783000,6743400,,3617200,3833700,2577700,6495182,3867100,55371700,9096295,39040900,924800.0,4261600,17094800,4690400,,6332500,4138400,,6034700,9438800,15237300,10975800
2004-06-30,93261093,,8112700,9065600,6899100,,2692000,10198800,7007100,1490400,8754400,23270589,50526900,7178200,6253700,,,27207000,216925600,,,6443600,2764800,4724000,50573400,6122400,16628400,8854000,,7796100,3498400,3069800,5904013,5893700,83544400,8231695,62400000,1258000.0,3750100,15752200,6478800,,9131600,4474600,,7576800,10297200,14127100,13683200
2004-07-01,85485485,,8998300,8723900,7211900,,3591700,8796400,5602400,1488500,6157600,23154789,54006600,6522200,6083300,,,31422500,34616800,,,7660100,2755000,5093900,68757000,6363200,15371800,9761200,,5094700,4949500,2627200,5073101,6787400,78441400,12640493,61520000,1283200.0,3998400,18045000,6696900,,8566700,5915400,,7568800,9435400,16904300,12630400
2004-07-02,227671027,,4257100,6106900,4862400,,2820700,5847800,3537600,1068600,3305600,16055592,34622700,5270000,4261700,,,20217100,18849600,,,6150600,2103700,2874500,46758300,4800000,8373200,6780200,,2391600,3690900,1711900,3076729,3222800,36690100,7373696,32076700,1076400.0,2703400,9521300,4263200,,4949000,3731400,,3893200,7302000,12181600,7989700
2004-07-06,87245287,,8833600,7892000,6156900,,4004200,6669400,5328000,1175300,4971200,33718384,42188900,6902000,5907300,,,17426200,22831200,,,6617700,2693000,6408100,60479300,5752600,15088300,5764600,,3250600,3926000,2305900,4104731,4113600,69158900,14384692,61782900,858400.0,4661600,11404600,5243300,,7748800,7073200,,5151700,6609200,10446500,11357400
2004-07-07,99498099,,7051800,6486600,6515600,,2882300,6396800,6076300,915400,7330400,20097790,42139900,5749000,4481000,,,22072500,16202400,,,5049600,2322200,5677300,45902500,5457900,13643800,6745000,,3277600,4450900,2454300,4248354,4728200,66255700,8603395,50583800,629200.0,3708300,13539900,4357900,,6261900,4909200,,6415200,5369200,9751600,11595200
2004-07-08,58345058,,9557500,5940100,10033900,,3536200,7413800,4661500,1184700,5110400,23597589,45325800,4845400,4898900,,,21470000,22766400,,,7180500,2571600,7529000,47125200,5780100,9619100,8869200,,2683600,3273800,2343600,5514482,5915500,59125100,10751394,71465200,659300.0,3617700,15794700,5239600,,6033000,4545800,,6335500,5526200,11839200,10981200
2004-07-09,52215852,,10993100,6122700,8033500,,2353100,6017200,4256800,1203000,4516800,17040192,32923300,4112800,5811300,,,25224300,23610400,,,5737500,2332100,6595200,38190800,3899600,7199600,6813400,,2365000,3704300,1781300,4790504,4117400,50249300,27862486,47046600,668900.0,3288700,11932200,4057700,,5674200,6050800,,5131400,4247800,9179200,8509900
2004-07-12,127905527,,8237800,6232500,7066900,,2947400,8271800,2848000,1313600,4942400,15484192,35420900,3608600,5899100,,,19183600,18757600,,,5761400,3179200,6009200,59662200,4227200,9447300,6718600,,2617000,2220700,1605900,3330217,4445400,45757300,16901091,37216900,534700.0,3569200,14556100,4926100,,4872700,4823600,,4906900,8098200,8376800,7527800
2004-07-13,79044079,,8100600,6548700,4908800,,2052000,9971000,3030700,1153500,16978400,14992993,38472500,4403000,3803500,,,22947500,9492000,,,4922700,2938100,6001000,77788900,6372900,9633300,5210600,,3130000,2635300,2278900,4401074,3645300,43274100,14177692,39466700,522800.0,2350500,12928800,3521800,,4905600,6332400,,5917300,9360000,10684700,8682200
2004-07-14,208950208,,8547300,10697600,5065600,,2811600,14940400,5752300,1353400,10131200,15837793,51297000,4920800,4426500,,,32994900,23268800,,,5486800,2957100,6298600,283538400,7503400,10905200,8310000,,10355800,3680000,2044800,4820017,5143900,87656300,22540188,79172000,805300.0,3337900,11896500,4814500,,8765000,6228600,,5877500,5591600,9203000,8620600
2004-07-15,441931441,,7201300,11525600,5244100,,3533600,11974200,4493700,2861000,5003200,17905992,44642800,5668200,4519800,,,31380100,19065600,,,5370700,4093700,7086500,95308000,5474900,12141900,8425000,,6123600,2957700,2074100,6177008,5477100,46759700,15283792,72403300,485700.0,7261000,28881900,5542500,,6328200,15104200,,4653300,7250800,6787900,7925200
2004-07-16,122095522,,7990800,9409800,9286900,,2191100,11502400,5277700,1836500,8956800,26025187,53512700,5154200,6912500,,,25293700,20965600,,,6820400,4944200,10441400,85373900,23213100,10179400,7449600,,3930500,9575800,2545000,7191163,6519100,66406300,11617494,100621100,294300.0,4977000,39775200,5550300,,7251400,9925000,,6835200,7385400,11396400,11447200
