,1. open,2. high,3. low,4. close,5. volume 
2022-02-08 09:41:00,171.99,172.2888,171.86,172.275,270366.0
2022-02-08 09:42:00,172.2713,172.29,171.84,171.935,265109.0
2022-02-08 09:43:00,171.96,172.0,171.82,171.88,213266.0
2022-02-08 09:44:00,171.89,172.05,171.7248,171.96,220957.0
2022-02-08 09:45:00,171.96,171.98,171.79,171.8365,169538.0
2022-02-08 09:46:00,171.84,172.15,171.79,171.87,249199.0
2022-02-08 09:47:00,171.87,172.13,171.85,172.09,204884.0
2022-02-08 09:48:00,172.09,172.27,171.88,171.94,233390.0
2022-02-08 09:49:00,171.94,172.07,171.845,171.93,182973.0
2022-02-08 09:50:00,171.94,172.05,171.75,171.82,179387.0
2022-02-08 09:51:00,171.81,172.08,171.58,171.795,271866.0
2022-02-08 09:52:00,171.7868,171.95,171.7833,171.88,172814.0
2022-02-08 09:53:00,171.8875,172.01,171.81,171.88,162643.0
2022-02-08 09:54:00,171.87,172.17,171.82,172.0082,258533.0
2022-02-08 09:55:00,172.0111,172.0111,171.83,171.9197,210896.0
2022-02-08 09:56:00,171.91,172.05,171.84,172.0109,164732.0
2022-02-08 09:57:00,172.02,172.1314,171.93,172.1003,162332.0
2022-02-08 09:58:00,172.101,172.178,171.96,172.06,182258.0
2022-02-08 09:59:00,172.07,172.15,172.02,172.0983,143079.0
2022-02-08 10:00:00,172.09,172.28,171.98,172.06,279749.0
2022-02-08 10:01:00,172.06,172.1,171.66,171.699,469397.0
2022-02-08 10:02:00,171.6977,171.7,171.43,171.58,268181.0
2022-02-08 10:03:00,171.59,171.69,171.5,171.5807,192996.0
2022-02-08 10:04:00,171.6,171.67,171.56,171.6682,141795.0
2022-02-08 10:05:00,171.66,171.71,171.6,171.69,174454.0
2022-02-08 10:06:00,171.7,171.85,171.54,171.822,174886.0
2022-02-08 10:07:00,171.825,171.96,171.73,171.955,218043.0
2022-02-08 10:08:00,171.95,171.97,171.78,171.8299,112785.0
2022-02-08 10:09:00,171.82,171.82,171.64,171.69,145148.0
2022-02-08 10:10:00,171.71,171.78,171.6524,171.74,110298.0
2022-02-08 10:11:00,171.735,171.76,171.64,171.655,125223.0
2022-02-08 10:12:00,171.6599,171.825,171.65,171.66,120333.0
2022-02-08 10:13:00,171.665,171.665,171.47,171.5456,188982.0
2022-02-08 10:14:00,171.55,171.71,171.535,171.679,148300.0
2022-02-08 10:15:00,171.675,171.85,171.63,171.81,137099.0
2022-02-08 10:16:00,171.8082,172.04,171.7915,171.8668,208918.0
2022-02-08 10:17:00,171.86,172.1237,171.84,172.0801,193095.0
2022-02-08 10:18:00,172.08,172.41,172.07,172.29,353747.0
2022-02-08 10:19:00,172.3,172.32,172.1901,172.31,172978.0
2022-02-08 10:20:00,172.29,172.35,172.08,172.2052,141280.0
2022-02-08 10:21:00,172.215,172.29,172.12,172.2,144642.0
2022-02-08 10:22:00,172.21,172.22,172.06,172.1739,132379.0
2022-02-08 10:23:00,172.18,172.2,172.0801,172.195,98470.0
2022-02-08 10:24:00,172.19,172.2077,172.11,172.1484,92477.0
2022-02-08 10:25:00,172.145,172.22,172.09,172.1276,151777.0
2022-02-08 10:26:00,172.12,172.125,171.995,172.1,142379.0
2022-02-08 10:27:00,172.1,172.21,172.0,172.04,132389.0
2022-02-08 10:28:00,172.03,172.04,171.87,171.97,153072.0
2022-02-08 10:29:00,171.96,171.9899,171.77,171.8599,141089.0
2022-02-08 10:30:00,171.875,172.05,171.805,171.9999,114289.0
2022-02-08 10:31:00,172.01,172.03,171.89,171.9744,89348.0
2022-02-08 10:32:00,171.97,172.1,171.88,172.03,118125.0
2022-02-08 10:33:00,172.03,172.12,171.92,172.1,106539.0
2022-02-08 10:34:00,172.09,172.125,171.955,172.02,100528.0
2022-02-08 10:35:00,172.01,172.02,171.93,171.945,96096.0
2022-02-08 10:36:00,171.94,171.94,171.69,171.7533,204571.0
2022-02-08 10:37:00,171.7612,171.91,171.63,171.8823,117887.0
2022-02-08 10:38:00,171.89,172.02,171.8701,171.99,122708.0
2022-02-08 10:39:00,171.995,172.08,171.91,171.985,159361.0
2022-02-08 10:40:00,171.9874,172.22,171.9412,172.12,207280.0
2022-02-08 10:41:00,172.12,172.145,172.0,172.03,86171.0
2022-02-08 10:42:00,172.02,172.08,171.5,172.0,89632.0
2022-02-08 10:43:00,171.99,172.07,171.94,171.99,91019.0
2022-02-08 10:44:00,171.993,172.06,171.88,171.99,95250.0
2022-02-08 10:45:00,171.99,172.17,171.98,172.1362,172175.0
2022-02-08 10:46:00,172.12,172.5,172.12,172.4402,327425.0
2022-02-08 10:47:00,172.44,172.72,172.41,172.6194,339192.0
2022-02-08 10:48:00,172.61,172.77,172.6,172.7,181501.0
2022-02-08 10:49:00,172.69,172.715,172.61,172.6739,155899.0
2022-02-08 10:50:00,172.675,172.685,172.59,172.63,95256.0
2022-02-08 10:51:00,172.63,172.67,172.57,172.59,129771.0
2022-02-08 10:52:00,172.6,172.74,172.55,172.6993,133443.0
2022-02-08 10:53:00,172.695,172.7,172.575,172.61,108324.0
2022-02-08 10:54:00,172.6133,172.82,172.605,172.76,211629.0
2022-02-08 10:55:00,172.755,172.86,172.69,172.69,170490.0
2022-02-08 10:56:00,172.6905,172.745,172.61,172.687,123843.0
2022-02-08 10:57:00,172.6899,172.7,172.58,172.655,100989.0
2022-02-08 10:58:00,172.655,172.74,172.625,172.64,100790.0
2022-02-08 10:59:00,172.635,172.75,172.633,172.689,94469.0
2022-02-08 11:00:00,172.695,172.75,172.66,172.67,96388.0
2022-02-08 11:01:00,172.675,172.95,172.67,172.92,234938.0
2022-02-08 11:02:00,172.91,172.945,172.81,172.89,164801.0
2022-02-08 11:03:00,172.88,172.94,172.85,172.93,122127.0
2022-02-08 11:04:00,172.9325,173.04,172.91,172.9517,262363.0
2022-02-08 11:05:00,172.955,173.03,172.9,173.0008,146957.0
2022-02-08 11:06:00,173.01,173.17,173.0,173.0499,193189.0
2022-02-08 11:07:00,173.03,173.1,172.991,173.01,122101.0
2022-02-08 11:08:00,173.011,173.03,172.95,173.0,111252.0
2022-02-08 11:09:00,173.001,173.09,172.99,173.05,112104.0
2022-02-08 11:10:00,173.05,173.19,173.04,173.141,164008.0
2022-02-08 11:11:00,173.1472,173.15,173.04,173.1123,95357.0
2022-02-08 11:12:00,173.1119,173.1769,173.06,173.08,129215.0
2022-02-08 11:13:00,173.09,173.13,173.03,173.0713,98089.0
2022-02-08 11:14:00,173.07,173.31,173.07,173.19,294328.0
2022-02-08 11:15:00,173.19,173.28,173.13,173.275,146948.0
2022-02-08 11:16:00,173.265,173.36,173.17,173.19,197826.0
2022-02-08 11:17:00,173.205,173.29,173.16,173.27,150561.0
2022-02-08 11:18:00,173.28,173.3596,173.21,173.3301,122632.0
2022-02-08 11:19:00,173.34,173.54,173.32,173.44,301181.0
2022-02-08 11:20:00,173.4476,173.58,173.43,173.5699,168811.0
2022-02-08 11:21:00,173.57,173.58,173.4578,173.48,150063.0
2022-02-08 11:22:00,173.49,173.52,173.41,173.44,136168.0
2022-02-08 11:23:00,173.45,173.48,173.3707,173.4091,118403.0
2022-02-08 11:24:00,173.41,173.52,173.4,173.425,133396.0
2022-02-08 11:25:00,173.425,173.5,173.42,173.495,75492.0
2022-02-08 11:26:00,173.5,173.535,173.44,173.4713,109448.0
2022-02-08 11:27:00,173.4608,173.4982,173.4,173.45,89296.0
2022-02-08 11:28:00,173.44,173.4799,173.37,173.455,113329.0
2022-02-08 11:29:00,173.46,173.62,173.46,173.5918,149667.0
2022-02-08 11:30:00,173.595,173.68,173.5023,173.66,133625.0
2022-02-08 11:31:00,173.6688,173.87,173.6524,173.855,223122.0
2022-02-08 11:32:00,173.85,173.96,173.8,173.89,261029.0
2022-02-08 11:33:00,173.9,173.98,173.85,173.975,240678.0
2022-02-08 11:34:00,173.98,174.14,173.968,173.9699,508043.0
2022-02-08 11:35:00,173.97,174.08,173.921,174.005,192005.0
2022-02-08 11:36:00,174.01,174.08,173.95,173.9629,224323.0
2022-02-08 11:37:00,173.9687,174.07,173.9117,174.065,141757.0
2022-02-08 11:38:00,174.0616,174.2,173.99,174.0136,257309.0
2022-02-08 11:39:00,174.0176,174.03,173.94,173.9891,173390.0
2022-02-08 11:40:00,173.9899,174.0787,173.9601,174.01,142981.0
2022-02-08 11:41:00,174.01,174.14,173.99,174.12,157702.0
2022-02-08 11:42:00,174.115,174.15,174.04,174.0799,116254.0
2022-02-08 11:43:00,174.07,174.07,173.98,174.025,103324.0
2022-02-08 11:44:00,174.03,174.14,173.92,174.003,150539.0
2022-02-08 11:45:00,174.0,174.11,173.9619,174.045,152443.0
2022-02-08 11:46:00,174.05,174.1276,174.01,174.1276,122160.0
2022-02-08 11:47:00,174.13,174.17,174.02,174.1236,130005.0
2022-02-08 11:48:00,174.13,174.14,174.03,174.09,95189.0
2022-02-08 11:49:00,174.1,174.1494,174.08,174.1099,100682.0
2022-02-08 11:50:00,174.109,174.11,173.93,173.95,147200.0
2022-02-08 11:51:00,173.96,173.9699,173.78,173.9159,202589.0
2022-02-08 11:52:00,173.92,174.015,173.905,173.96,220842.0
2022-02-08 11:53:00,173.9501,174.08,173.9,173.99,119177.0
2022-02-08 11:54:00,173.98,173.99,173.85,173.87,115921.0
2022-02-08 11:55:00,173.865,173.94,173.8301,173.925,73713.0
2022-02-08 11:56:00,173.94,174.01,173.92,173.98,84023.0
2022-02-08 11:57:00,173.9991,173.9991,173.87,173.9,84428.0
2022-02-08 11:58:00,173.92,173.97,173.895,173.96,89607.0
2022-02-08 11:59:00,173.955,173.98,173.81,173.89,94106.0
2022-02-08 12:00:00,173.89,173.92,173.85,173.875,97066.0
2022-02-08 12:01:00,173.88,174.0,173.83,174.0,141950.0
2022-02-08 12:02:00,174.0,174.155,173.99,174.125,193127.0
2022-02-08 12:03:00,174.13,174.13,173.97,174.015,203004.0
2022-02-08 12:04:00,174.015,174.02,173.9124,173.9289,120133.0
2022-02-08 12:05:00,173.922,173.93,173.87,173.88,92761.0
2022-02-08 12:06:00,173.88,173.89,173.69,173.785,232694.0
2022-02-08 12:07:00,173.79,173.84,173.75,173.8,112212.0
2022-02-08 12:08:00,173.8,173.83,173.7524,173.82,92951.0
2022-02-08 12:09:00,173.83,173.85,173.69,173.7215,156155.0
2022-02-08 12:10:00,173.73,173.84,173.71,173.84,129395.0
2022-02-08 12:11:00,173.84,174.07,173.84,174.065,229783.0
2022-02-08 12:12:00,174.06,174.15,174.03,174.145,180666.0
2022-02-08 12:13:00,174.145,174.16,174.03,174.045,166192.0
2022-02-08 12:14:00,174.0496,174.07,173.97,174.0401,114158.0
2022-02-08 12:15:00,174.04,174.045,173.91,174.03,107753.0
2022-02-08 12:16:00,174.03,174.05,173.92,174.0273,109145.0
2022-02-08 12:17:00,174.03,174.1477,174.0223,174.1298,152047.0
2022-02-08 12:18:00,174.13,174.18,174.0901,174.18,136797.0
2022-02-08 12:19:00,174.1756,174.41,174.11,174.4096,352848.0
2022-02-08 12:20:00,174.4,174.47,174.39,174.435,168876.0
2022-02-08 12:21:00,174.44,174.53,174.38,174.53,253680.0
2022-02-08 12:22:00,174.52,174.61,174.505,174.5601,222617.0
2022-02-08 12:23:00,174.565,174.5776,174.39,174.51,348690.0
2022-02-08 12:24:00,174.5,174.575,174.44,174.54,190069.0
2022-02-08 12:25:00,174.535,174.63,174.51,174.58,170836.0
2022-02-08 12:26:00,174.585,174.69,174.575,174.6822,164235.0
2022-02-08 12:27:00,174.68,174.78,174.66,174.7,319511.0
2022-02-08 12:28:00,174.7026,174.7477,174.62,174.6599,121531.0
2022-02-08 12:29:00,174.6589,174.73,174.6314,174.7,86674.0
2022-02-08 12:30:00,174.7,174.81,174.67,174.8,153460.0
2022-02-08 12:31:00,174.81,174.87,174.79,174.84,221141.0
2022-02-08 12:32:00,174.845,174.945,174.84,174.9101,190522.0
2022-02-08 12:33:00,174.91,174.955,174.88,174.935,290929.0
2022-02-08 12:34:00,174.92,174.99,174.8801,174.97,156718.0
2022-02-08 12:35:00,174.96,175.03,174.935,174.9991,396538.0
2022-02-08 12:36:00,175.0,175.0299,174.9501,175.0141,132635.0
2022-02-08 12:37:00,175.02,175.03,174.9209,174.96,152419.0
2022-02-08 12:38:00,174.95,175.06,174.93,175.03,176588.0
2022-02-08 12:39:00,175.02,175.155,175.015,175.12,202329.0
2022-02-08 12:40:00,175.13,175.23,175.12,175.17,199306.0
2022-02-08 12:41:00,175.165,175.18,175.105,175.175,132293.0
2022-02-08 12:42:00,175.17,175.2779,175.16,175.2325,176283.0
2022-02-08 12:43:00,175.24,175.25,175.1,175.1201,198768.0
2022-02-08 12:44:00,175.125,175.13,175.04,175.0699,147363.0
2022-02-08 12:45:00,175.07,175.1,175.035,175.075,144941.0
2022-02-08 12:46:00,175.075,175.1,175.0401,175.1,130908.0
2022-02-08 12:47:00,175.1,175.155,175.0743,175.11,221026.0
2022-02-08 12:48:00,175.1,175.1,174.9075,174.93,186267.0
2022-02-08 12:49:00,174.92,174.955,174.85,174.86,135322.0
2022-02-08 12:50:00,174.8601,174.88,174.795,174.855,144203.0
2022-02-08 12:51:00,174.8518,174.86,174.78,174.78,161709.0
2022-02-08 12:52:00,174.7801,174.79,174.71,174.725,133097.0
2022-02-08 12:53:00,174.7273,174.855,174.7273,174.855,118862.0
2022-02-08 12:54:00,174.85,174.94,174.83,174.84,115247.0
2022-02-08 12:55:00,174.845,174.94,174.83,174.865,97605.0
2022-02-08 12:56:00,174.87,174.88,174.7703,174.805,95655.0
2022-02-08 12:57:00,174.8,174.835,174.7228,174.77,78159.0
2022-02-08 12:58:00,174.77,174.79,174.65,174.67,130482.0
2022-02-08 12:59:00,174.68,174.7,174.65,174.66,93582.0
2022-02-08 13:00:00,174.66,174.66,174.58,174.65,104389.0
2022-02-08 13:01:00,174.65,174.678,174.6179,174.654,88779.0
2022-02-08 13:02:00,174.66,174.67,174.54,174.61,135755.0
2022-02-08 13:03:00,174.61,174.7,174.61,174.6649,95344.0
2022-02-08 13:04:00,174.6775,174.685,174.585,174.6117,58570.0
2022-02-08 13:05:00,174.62,174.6574,174.55,174.58,96168.0
2022-02-08 13:06:00,174.59,174.5999,174.47,174.48,120646.0
2022-02-08 13:07:00,174.47,174.57,174.4189,174.55,124633.0
2022-02-08 13:08:00,174.5499,174.5599,174.47,174.47,83439.0
2022-02-08 13:09:00,174.48,174.62,174.48,174.57,116220.0
2022-02-08 13:10:00,174.56,174.66,174.53,174.65,89289.0
2022-02-08 13:11:00,174.65,174.67,174.53,174.6296,101893.0
2022-02-08 13:12:00,174.6391,174.72,174.63,174.645,165292.0
2022-02-08 13:13:00,174.6466,174.77,174.645,174.72,125013.0
2022-02-08 13:14:00,174.72,174.7945,174.67,174.7829,81618.0
2022-02-08 13:15:00,174.7801,174.795,174.72,174.755,74200.0
2022-02-08 13:16:00,174.7589,174.7589,174.56,174.575,130783.0
2022-02-08 13:17:00,174.57,174.575,174.2601,174.285,180524.0
2022-02-08 13:18:00,174.28,174.37,174.22,174.325,177976.0
2022-02-08 13:19:00,174.3299,174.57,174.325,174.56,138713.0
2022-02-08 13:20:00,174.57,174.6,174.445,174.445,127927.0
2022-02-08 13:21:00,174.45,174.45,174.325,174.39,86679.0
2022-02-08 13:22:00,174.39,174.535,174.38,174.515,125824.0
2022-02-08 13:23:00,174.52,174.58,174.495,174.555,69254.0
2022-02-08 13:24:00,174.55,174.57,174.5197,174.56,58145.0
2022-02-08 13:25:00,174.55,174.56,174.48,174.54,67377.0
2022-02-08 13:26:00,174.55,174.63,174.47,174.53,184471.0
2022-02-08 13:27:00,174.52,174.52,174.35,174.37,161914.0
2022-02-08 13:28:00,174.38,174.46,174.36,174.44,74833.0
2022-02-08 13:29:00,174.435,174.48,174.3555,174.4,77488.0
2022-02-08 13:30:00,174.405,174.44,174.292,174.3299,105928.0
2022-02-08 13:31:00,174.3299,174.47,174.31,174.44,153030.0
2022-02-08 13:32:00,174.4367,174.63,174.4326,174.5497,289596.0
2022-02-08 13:33:00,174.5422,174.56,174.4401,174.525,85617.0
2022-02-08 13:34:00,174.525,174.6,174.4701,174.55,181205.0
2022-02-08 13:35:00,174.5585,174.56,174.5,174.545,55671.0
2022-02-08 13:36:00,174.555,174.6145,174.54,174.57,125914.0
2022-02-08 13:37:00,174.57,174.67,174.56,174.6045,110218.0
2022-02-08 13:38:00,174.6018,174.6018,174.48,174.5191,144910.0
2022-02-08 13:39:00,174.52,174.555,174.39,174.425,104018.0
2022-02-08 13:40:00,174.43,174.47,174.355,174.45,88128.0
2022-02-08 13:41:00,174.448,174.51,174.4001,174.4001,91659.0
2022-02-08 13:42:00,174.405,174.465,174.19,174.245,200931.0
2022-02-08 13:43:00,174.25,174.41,174.2421,174.33,129457.0
2022-02-08 13:44:00,174.33,174.33,174.121,174.135,144910.0
2022-02-08 13:45:00,174.14,174.29,174.14,174.285,85218.0
2022-02-08 13:46:00,174.29,174.33,174.18,174.21,108816.0
2022-02-08 13:47:00,174.21,174.425,174.21,174.3994,110232.0
2022-02-08 13:48:00,174.4,174.48,174.33,174.4152,135308.0
2022-02-08 13:49:00,174.42,174.4581,174.4,174.4417,69372.0
2022-02-08 13:50:00,174.45,174.5,174.365,174.49,72995.0
2022-02-08 13:51:00,174.495,174.5099,174.33,174.36,93300.0
2022-02-08 13:52:00,174.37,174.38,174.269,174.31,86906.0
2022-02-08 13:53:00,174.3098,174.3098,174.19,174.3,112435.0
2022-02-08 13:54:00,174.3,174.4,174.3,174.3482,86325.0
2022-02-08 13:55:00,174.355,174.388,174.3,174.3759,68785.0
2022-02-08 13:56:00,174.3813,174.505,174.37,174.4799,99679.0
2022-02-08 13:57:00,174.475,174.54,174.43,174.535,90944.0
2022-02-08 13:58:00,174.5381,174.55,174.47,174.505,95799.0
2022-02-08 13:59:00,174.5064,174.64,174.5011,174.5779,121023.0
2022-02-08 14:00:00,174.58,174.62,174.55,174.5852,95069.0
2022-02-08 14:01:00,174.585,174.6301,174.5,174.5801,136401.0
2022-02-08 14:02:00,174.57,174.59,174.495,174.51,94407.0
2022-02-08 14:03:00,174.51,174.61,174.51,174.6048,78378.0
2022-02-08 14:04:00,174.59,174.6679,174.58,174.655,104089.0
2022-02-08 14:05:00,174.6501,174.8,174.645,174.8,96503.0
2022-02-08 14:06:00,174.79,174.79,174.68,174.7299,117884.0
2022-02-08 14:07:00,174.72,174.75,174.71,174.725,45225.0
2022-02-08 14:08:00,174.73,174.81,174.73,174.7675,130974.0
2022-02-08 14:09:00,174.7619,174.79,174.7,174.72,111390.0
2022-02-08 14:10:00,174.72,174.7275,174.6,174.6776,96121.0
2022-02-08 14:11:00,174.67,174.67,174.54,174.57,77528.0
2022-02-08 14:12:00,174.57,174.59,174.51,174.53,57916.0
2022-02-08 14:13:00,174.531,174.58,174.53,174.54,46685.0
2022-02-08 14:14:00,174.535,174.59,174.475,174.56,105973.0
2022-02-08 14:15:00,174.55,174.57,174.5,174.549,63660.0
2022-02-08 14:16:00,174.55,174.58,174.42,174.4271,110967.0
2022-02-08 14:17:00,174.43,174.45,174.29,174.3827,123464.0
2022-02-08 14:18:00,174.3891,174.51,174.3501,174.49,97832.0
2022-02-08 14:19:00,174.495,174.5237,174.44,174.4501,52565.0
2022-02-08 14:20:00,174.4676,174.48,174.37,174.435,80871.0
2022-02-08 14:21:00,174.43,174.4379,174.3085,174.322,73181.0
2022-02-08 14:22:00,174.33,174.35,174.15,174.2,174117.0
2022-02-08 14:23:00,174.19,174.23,174.07,174.175,150338.0
2022-02-08 14:24:00,174.19,174.4,174.19,174.34,278965.0
2022-02-08 14:25:00,174.34,174.36,174.27,174.2923,81674.0
2022-02-08 14:26:00,174.29,174.315,174.09,174.12,133743.0
2022-02-08 14:27:00,174.12,174.24,174.12,174.18,130983.0
2022-02-08 14:28:00,174.18,174.215,174.08,174.11,150434.0
2022-02-08 14:29:00,174.11,174.11,173.965,174.0403,255170.0
2022-02-08 14:30:00,174.06,174.17,174.03,174.06,135976.0
2022-02-08 14:31:00,174.07,174.16,173.9791,174.14,159717.0
2022-02-08 14:32:00,174.14,174.23,174.08,174.18,134756.0
2022-02-08 14:33:00,174.18,174.2068,174.11,174.13,65835.0
2022-02-08 14:34:00,174.12,174.23,174.07,174.199,69030.0
2022-02-08 14:35:00,174.1952,174.3299,174.19,174.2801,111804.0
2022-02-08 14:36:00,174.29,174.29,174.23,174.26,82704.0
2022-02-08 14:37:00,174.26,174.347,174.24,174.27,108304.0
2022-02-08 14:38:00,174.26,174.27,173.92,173.98,291757.0
2022-02-08 14:39:00,173.995,174.055,173.93,174.005,115567.0
2022-02-08 14:40:00,174.0,174.0002,173.73,173.84,195391.0
2022-02-08 14:41:00,173.86,174.0278,173.85,173.98,152941.0
2022-02-08 14:42:00,173.99,174.01,173.91,174.0,65570.0
2022-02-08 14:43:00,173.9971,174.0047,173.86,173.93,93898.0
2022-02-08 14:44:00,173.94,173.965,173.84,173.93,67951.0
2022-02-08 14:45:00,173.93,174.05,173.9183,173.985,140902.0
2022-02-08 14:46:00,173.98,174.07,173.9299,174.0,141851.0
2022-02-08 14:47:00,174.01,174.01,173.925,173.9514,98577.0
2022-02-08 14:48:00,173.95,173.95,173.7604,173.9464,113805.0
2022-02-08 14:49:00,173.93,173.94,173.74,173.78,90274.0
2022-02-08 14:50:00,173.79,173.91,173.7799,173.8978,96274.0
2022-02-08 14:51:00,173.9021,174.085,173.86,174.0427,149121.0
2022-02-08 14:52:00,174.04,174.14,174.03,174.08,96783.0
2022-02-08 14:53:00,174.08,174.1,174.01,174.0213,91413.0
2022-02-08 14:54:00,174.025,174.025,173.891,173.9501,80312.0
2022-02-08 14:55:00,173.955,174.1,173.95,174.0812,87302.0
2022-02-08 14:56:00,174.0888,174.11,174.02,174.095,82862.0
2022-02-08 14:57:00,174.1,174.11,174.03,174.07,72317.0
2022-02-08 14:58:00,174.07,174.14,173.95,173.9675,156784.0
2022-02-08 14:59:00,173.9791,173.99,173.87,173.93,90275.0
2022-02-08 15:00:00,173.93,174.01,173.91,173.94,65473.0
2022-02-08 15:01:00,173.9416,173.945,173.79,173.9,121468.0
2022-02-08 15:02:00,173.9,173.97,173.81,173.845,94782.0
2022-02-08 15:03:00,173.85,173.91,173.635,173.725,173805.0
2022-02-08 15:04:00,173.72,173.989,173.71,173.96,115241.0
2022-02-08 15:05:00,173.97,174.16,173.96,174.0667,122987.0
2022-02-08 15:06:00,174.065,174.18,174.01,174.09,114815.0
2022-02-08 15:07:00,174.09,174.13,174.0,174.05,93433.0
2022-02-08 15:08:00,174.05,174.13,173.96,174.12,91527.0
2022-02-08 15:09:00,174.1199,174.12,173.985,174.01,77163.0
2022-02-08 15:10:00,174.02,174.37,174.01,174.27,236588.0
2022-02-08 15:11:00,174.27,174.58,174.23,174.56,260149.0
2022-02-08 15:12:00,174.56,174.69,174.53,174.66,220467.0
2022-02-08 15:13:00,174.66,174.78,174.66,174.74,163549.0
2022-02-08 15:14:00,174.7403,174.79,174.69,174.7799,194390.0
2022-02-08 15:15:00,174.76,174.82,174.73,174.805,161109.0
2022-02-08 15:16:00,174.795,174.94,174.7867,174.888,237118.0
2022-02-08 15:17:00,174.8838,175.0,174.71,174.78,355310.0
2022-02-08 15:18:00,174.77,174.8,174.58,174.6619,155740.0
2022-02-08 15:19:00,174.67,174.82,174.54,174.7999,317049.0
2022-02-08 15:20:00,174.7901,174.7901,174.62,174.62,102835.0
2022-02-08 15:21:00,174.62,174.7388,174.55,174.625,120330.0
2022-02-08 15:22:00,174.62,174.657,174.44,174.495,135630.0
2022-02-08 15:23:00,174.5,174.64,174.49,174.53,118722.0
2022-02-08 15:24:00,174.54,174.6,174.5,174.5199,126387.0
2022-02-08 15:25:00,174.517,174.585,174.51,174.55,77841.0
2022-02-08 15:26:00,174.555,174.6,174.34,174.4812,178864.0
2022-02-08 15:27:00,174.48,174.505,174.311,174.4699,121087.0
2022-02-08 15:28:00,174.465,174.4889,174.34,174.39,90883.0
2022-02-08 15:29:00,174.39,174.43,174.19,174.2101,136628.0
2022-02-08 15:30:00,174.22,174.35,174.13,174.35,289057.0
2022-02-08 15:31:00,174.34,174.43,174.21,174.4,197489.0
2022-02-08 15:32:00,174.405,174.47,174.37,174.4507,142969.0
2022-02-08 15:33:00,174.45,174.58,174.41,174.56,151116.0
2022-02-08 15:34:00,174.555,174.69,174.54,174.62,187570.0
2022-02-08 15:35:00,174.615,174.77,174.57,174.67,203774.0
2022-02-08 15:36:00,174.66,174.675,174.5,174.66,174224.0
2022-02-08 15:37:00,174.66,174.67,174.51,174.585,205724.0
2022-02-08 15:38:00,174.58,174.7,174.54,174.62,162545.0
2022-02-08 15:39:00,174.62,174.62,174.44,174.582,157200.0
2022-02-08 15:40:00,174.58,174.72,174.57,174.68,209901.0
2022-02-08 15:41:00,174.689,174.95,174.67,174.9184,272050.0
2022-02-08 15:42:00,174.91,175.0,174.85,174.94,309065.0
2022-02-08 15:43:00,174.94,175.0,174.855,174.92,278532.0
2022-02-08 15:44:00,174.92,174.93,174.7922,174.795,155943.0
2022-02-08 15:45:00,174.795,174.8,174.43,174.47,340542.0
2022-02-08 15:46:00,174.46,174.54,174.4,174.5,274657.0
2022-02-08 15:47:00,174.51,174.69,174.51,174.615,206010.0
2022-02-08 15:48:00,174.62,174.73,174.53,174.7199,163035.0
2022-02-08 15:49:00,174.71,174.79,174.5836,174.7199,201893.0
2022-02-08 15:50:00,174.71,174.83,174.57,174.715,225123.0
2022-02-08 15:51:00,174.72,174.78,174.31,174.41,421169.0
2022-02-08 15:52:00,174.415,174.5,174.32,174.41,244602.0
2022-02-08 15:53:00,174.41,174.67,174.29,174.67,256875.0
2022-02-08 15:54:00,174.66,174.8889,174.595,174.8,241081.0
2022-02-08 15:55:00,174.79,175.3,174.7,175.19,793153.0
2022-02-08 15:56:00,175.205,175.35,175.135,175.2799,681091.0
2022-02-08 15:57:00,175.275,175.3,175.11,175.13,426807.0
2022-02-08 15:58:00,175.115,175.2,175.05,175.18,404704.0
2022-02-08 15:59:00,175.17,175.19,174.88,174.92,592337.0
2022-02-08 16:00:00,174.92,175.07,174.7,174.82,1053370.0
2022-02-08 16:01:00,174.83,174.83,174.48,174.73,457128.0
2022-02-08 16:02:00,174.72,174.83,174.68,174.78,11537.0
2022-02-08 16:03:00,174.78,174.83,174.75,174.83,926146.0
2022-02-08 16:04:00,174.89,174.89,174.83,174.85,1141.0
2022-02-08 16:05:00,174.85,174.85,174.83,174.85,8357.0
2022-02-08 16:06:00,174.8,174.81,174.75,174.81,31770.0
2022-02-08 16:07:00,174.81,174.83,174.8,174.8,53113.0
2022-02-08 16:08:00,174.82,174.88,174.8,174.8101,19355.0
2022-02-08 16:09:00,174.86,175.08,174.86,175.08,19913.0
2022-02-08 16:10:00,174.95,175.02,174.85,175.02,3260.0
2022-02-08 16:11:00,175.06,175.09,175.03,175.09,7110.0
2022-02-08 16:12:00,175.05,175.05,175.02,175.04,48620.0
2022-02-08 16:13:00,175.05,175.09,175.05,175.08,7492.0
2022-02-08 16:14:00,175.08,175.09,175.01,175.06,4452.0
2022-02-08 16:15:00,175.01,175.01,175.01,175.01,851.0
2022-02-08 16:16:00,175.01,175.01,174.92,174.95,6040.0
2022-02-08 16:17:00,174.98,174.98,174.98,174.98,500.0
2022-02-08 16:18:00,174.99,174.99,174.99,174.99,660.0
2022-02-08 16:19:00,174.83,174.83,174.83,174.83,60042.0
2022-02-08 16:20:00,174.96,175.0,174.96,175.0,1894.0
2022-02-08 16:21:00,175.0,175.0,175.0,175.0,436.0
2022-02-08 16:22:00,175.01,175.01,175.0,175.0,5684.0
2022-02-08 16:23:00,175.0,175.0,174.73,174.83,16183.0
