date,AAPL,ABBV,ABT,AMGN,AMZN,AVGO,BA,BAC,BMY,C,CELG,CMCSA,CSCO,CVX,DIS,DWDP,FB,GE,GILD,GOOG,GOOGL,HD,HON,IBM,INTC,JNJ,JPM,KO,MA,MCD,MDT,MMM,MO,MRK,MSFT,NVDA,ORCL,PCLN,PEP,PFE,PG,PM,T,UNH,V,VZ,WFC,WMT,XOM
2011-12-29,51.6683602272,,23.32554837,56.4360520323,173.86,26.1377251568,63.2598422561,5.1330486909,29.1866833375,25.8711029906,33.775,10.6266305631,15.016810263,84.7618311534,34.7321196032,,,14.7027438904,18.8991831501,,322.1945838144,36.7550367854,47.8937616625,155.8924910528,20.075807989,54.9000613675,28.1454734279,28.9523362759,36.4381435494,83.0795220444,33.3757743512,70.3642435872,22.6242188147,30.5395218787,22.0558208181,12.9454223361,23.7538829212,476.0,55.5791461969,17.3525196887,54.9269500792,60.7283494038,21.5129046763,46.3958992208,24.5773245115,29.7002379644,23.2988443774,51.0965943114,70.0422008522
2011-12-30,51.6530556181,,23.2841396209,55.9740330706,173.1,25.9043526108,62.6111109093,5.2270605717,29.1618576925,25.4360508103,33.8,10.6232860507,14.8769276468,83.9179197424,34.5387028672,,,14.5725591078,19.0715869411,,323.9500026241,36.7812841338,47.5091430253,153.9666519217,19.8304824331,54.650061088,28.0023037545,28.8739305762,35.913153774,82.6839445165,33.2974274631,70.0386022212,22.5178948592,30.515239195,22.0049618923,12.8434898767,23.6157789507,467.71,55.4204440962,17.2965696022,54.7137052379,60.2523496993,21.5628186083,45.942637212,24.1913306607,29.7521484927,23.130985268,50.9006913827,69.6232783421
2012-01-03,52.4476199058,,23.4870424915,55.8868596816,179.03,25.9806474816,63.3537375826,5.4526890856,28.9715277473,27.3889517087,34.33,10.9750059811,15.3788593871,87.0490676877,35.2847388491,,,14.938703809,19.5049261997,,333.7352086176,36.8687752949,48.5843269429,155.9929696161,20.0676304705,54.9000613675,29.4592657243,28.9440830444,35.4844923977,81.4560059405,33.680456694,71.5468359164,21.6900869201,31.0008928692,22.6873191467,13.0102884466,23.8137279751,485.15,55.4622078069,17.5603342958,54.8121259339,60.3368012598,21.6626464722,46.6769216663,24.539201662,29.4629326923,23.8611723937,51.3861899451,70.6418350333
2012-01-04,52.7294797895,,23.3959432435,55.5817528202,177.51,25.5363420574,63.4476329091,5.4620902737,28.698445652,27.234266489,33.96,11.0802979348,15.6760354139,86.8992142596,35.7820961704,,,15.1014347873,19.5794791905,,335.1746520416,37.3937222616,48.5406202795,155.3566053815,20.5337490266,54.5667276615,29.6445441251,28.7625119503,34.3169921999,81.9092718578,33.5607600593,72.138132081,21.5685738281,31.0332697808,23.2255761113,13.158553842,23.9472284799,480.91,55.7462010396,17.4004769058,54.7875207599,60.2293174555,21.6982992808,47.3568146795,24.1007888932,29.0773116251,23.9702808148,50.8581037895,70.658263367
2012-01-05,53.3148810865,,23.3421118696,56.1483798486,177.61,25.572245526,62.7647578072,5.9321496776,28.548016991,27.5629725808,34.255,11.1788691255,15.6182511865,86.0474158261,36.3807670201,,,15.0932982384,19.8124572865,,330.525299937,37.6999413255,48.5930682755,154.6197625835,20.770897064,54.5000609203,30.2637291669,28.6263336297,33.9615404071,82.2718845917,33.7184456978,71.812490715,21.8951402628,31.357038897,23.462917765,13.6311497898,24.481230499,486.21,55.3118584484,17.2645981242,54.5578724693,60.0450595053,21.6769075956,47.6740980857,24.2818724281,28.8770853018,24.3563567663,50.611095749,70.4446950286
2012-01-06,53.8722239336,,23.1309272492,56.4534867101,182.61,25.4106799172,63.148875052,5.8099342326,28.598159878,27.6016438857,33.61,11.0601356458,15.5604669591,85.4243410461,36.7583901714,,,15.1746637275,19.9336058964,,326.0163813373,37.7961816027,48.2346736363,152.8446412975,20.648234286,54.0250603894,29.992305587,28.4447625356,33.0469947969,82.9064568759,34.1915026133,71.4440018009,21.8116000121,31.1384947436,23.8231684894,13.4736178072,24.7942661654,480.31,54.6185808508,17.2406195157,54.4266448747,59.1775116567,21.4772518678,47.846337649,23.9959510572,28.7955116145,24.2892131225,50.2533599662,69.9189883492
2012-01-09,53.7867731996,,23.1267863743,55.9653157317,178.56,27.1250705439,63.6183516846,5.8945449253,28.3390882953,28.1140386759,34.115,11.2953623508,15.6595256347,86.3550097049,36.6110250392,,,15.3455312548,19.9103080868,,312.1937120815,37.8224289511,48.6367749388,152.0491860043,20.8240509344,54.1083938159,29.9414136657,28.4447625356,33.3264660582,82.1153018203,34.4280310711,71.8724772825,21.6445195106,31.0737409204,23.5137766908,13.4736178072,24.9415770673,476.08,54.9025740835,17.4404412533,54.6562931653,59.0086085358,21.4627793261,47.7919462079,23.8029541318,28.8255617179,24.5913595193,50.4066753017,70.2311266901
2012-01-10,53.9793561971,,23.234449122,57.2467645499,179.34,27.5110328316,64.019540807,6.2329876961,28.9324457913,29.003478689,35.13,11.3804920155,15.5439571798,86.015867736,36.50050119,,,15.23161957,20.6185614988,,312.5347648788,38.0849024344,49.4584602092,151.8147360231,20.926269916,54.3333940674,30.5775626813,28.6139537824,33.6165379535,82.1647490112,34.2528248061,72.2409661966,21.9558968088,31.1789658831,23.5985415671,13.4180182839,24.8862128562,484.28,54.8441048886,17.5363556873,54.4020397007,59.3617696069,21.5351420345,47.7012938062,23.7791273509,28.9758122351,24.6836820295,50.2874300407,70.4118383611
2012-01-11,53.8913546949,,23.1474907489,57.8831302895,178.9,28.0047055252,63.7976063989,6.45861621,28.497874104,30.2312926202,36.035,11.3894530329,15.742074531,84.9984418293,35.6439413589,,,15.3618043526,20.6884549276,,313.9491308912,38.0236586216,49.3535642172,152.660430598,21.0979978051,54.2750606688,31.0949638806,28.0857469632,32.9072591663,82.3542965767,34.3316676253,71.7867821861,21.9027348311,31.0899293762,23.4968237155,13.1492872548,24.8123939082,477.7,54.3011766495,17.5043842093,53.8689275975,58.8089957564,21.701576264,48.054838173,23.6147225626,29.2237255884,24.8599340943,50.5940607117,69.8861316818
2012-01-12,53.7434101405,,23.0388955198,58.876906924,175.93,28.4355471486,64.4548736845,6.3834067054,28.5145883997,30.5503308858,36.6,11.4252971022,15.8081136481,82.7900755203,35.6715723212,,,15.4024870972,20.9214330236,,315.7948283825,37.9624148088,49.9916815017,151.1783717885,21.0571102125,54.3583940953,31.2561216312,27.8835427903,33.0836151691,82.8817332804,34.0338169748,72.2238271774,21.9027348311,31.2518139342,23.7341653692,13.0658879699,25.0707602263,476.18,53.9754197061,17.5763200348,53.9755500181,58.6938345376,21.795647785,47.9279248106,24.1460597769,29.2387506401,24.8515411388,50.6792358981,69.6068500084
2012-01-13,53.5418994544,,23.1516674884,58.9292109574,178.42,28.3368126099,63.678103256,6.21418532,28.2471596691,29.71889783,36.315,11.3715309982,15.7338196414,83.6734220439,35.367631736,,,15.3292581569,20.9167734617,,313.4626291067,38.0674042022,49.5633562012,150.0144950962,20.5582815822,54.3833941233,30.4672968519,27.6441990753,32.6769362993,82.7004269135,33.8586107098,71.6411005224,21.99386965,31.017081325,23.94607756,12.723024243,25.2276254909,482.43,53.791659379,17.4564269923,53.9755500181,59.3617696069,21.7594664307,47.7738157276,24.0030990915,29.2387506401,24.8515411388,50.7133059726,69.7218483445
2012-01-17,54.1655622741,,23.2686161967,59.3389258856,181.66,28.4086195472,64.2244033376,6.091969875,28.1803024865,27.277771707,36.555,11.4409788825,15.9360644374,84.1703044635,35.4413143021,,,15.2478926678,21.5551334448,,315.2631872573,38.2686338728,49.9654575037,150.7178450397,20.4765063969,54.2667273262,29.6106161776,27.7927572432,33.3409214683,82.8652508834,34.1915026133,72.1809796292,21.9483022405,31.4217927202,23.9503158039,12.5284259115,25.522901283,498.21,54.0004779325,17.5323592525,54.344627628,58.2715767351,21.8897193059,48.5624916229,24.4295984698,29.3138758987,25.0319896814,50.9773490504,70.3871958605
2012-01-18,54.7280066575,,23.1224303114,60.341419859,189.44,30.4640931258,64.0707564397,6.3928078935,28.1886596343,28.0656995448,36.37,11.5238682929,16.1300543438,84.2570617113,35.9386716234,,,15.4757160374,22.1375786849,,317.434891099,39.2660331095,50.865814768,151.6137788964,20.7627195454,54.4000608086,30.9931800381,27.8917960218,33.958649325,83.6976119316,34.2703454326,72.9008184383,21.99386965,31.4622638597,23.9291245848,12.9546889233,26.1503623413,518.83,54.1675327753,17.5603342958,54.5865785056,56.2447392835,21.9476094727,48.8979055094,24.7274332312,29.3063633728,25.3802973333,51.1136293486,71.0114725422
