date,AAPL,ABBV,ABT,AMGN,AMZN,AVGO,BA,BAC,BMY,C,CELG,CMCSA,CSCO,CVX,DIS,DWDP,FB,GE,GILD,GOOG,GOOGL,HD,HON,IBM,INTC,JNJ,JPM,KO,MA,MCD,MDT,MMM,MO,MRK,MSFT,NVDA,ORCL,PCLN,PEP,PFE,PG,PM,T,UNH,V,VZ,WFC,WMT,XOM
2010-01-25,25.8998623942,,21.3759226854,48.0627041775,120.31,15.6037072978,46.9404557918,13.9769991003,18.6517653835,31.2010262233,29.155,6.9380195758,18.8580994379,54.9471206812,26.8030954847,,,12.5293616157,21.2988575392,,270.8360449249,22.770868763,33.3324509804,101.8707553014,15.5780128603,49.0979450614,32.3834862211,21.1347023943,24.2524212007,48.881645688,36.7340615978,66.6405801096,13.3598517205,28.7282047719,23.7190478274,15.512266994,21.8366220375,202.84,47.3752826112,13.8758294419,47.0773143133,33.0918615598,16.6498309628,29.1785031502,19.2602069861,19.4873686908,22.6644236231,42.8418219374,51.4211954734
2010-01-26,26.2652599358,,21.289950053,48.8132795254,119.48,15.7009541988,46.8835878114,13.7810598606,18.6287669058,30.4282453881,28.93,6.8036794091,18.7842747772,54.6523004495,26.5701808849,,,12.5140539045,20.9074543379,,272.0497916448,22.8615565098,33.1252626973,101.5718956482,15.3326898232,48.7639982664,31.7475442576,21.0530411707,23.8835192502,49.4394961381,36.492225551,66.4777044402,13.3934023275,28.5947920562,23.8646627185,15.0211378717,21.7003135354,204.44,47.3910140682,13.8243011628,47.1239024521,33.0566948632,16.4871078299,28.6833527937,19.0535876743,19.1634261213,22.1154299923,43.4332464838,51.4758573364
2010-01-27,26.5131946028,,21.0632949313,49.814046656,122.75,15.391532241,50.3119146276,14.1729383401,18.6287669058,30.9112334101,29.055,6.8686827156,18.9893432791,54.3206276889,26.2656002544,,,12.4757846266,22.3845354667,,271.8892962108,22.9522442565,33.3656011057,102.0403783478,15.5166821011,49.2688015611,32.4825940596,21.1969204694,24.6251658799,49.3775127548,36.3504595925,67.0233379325,13.4135326918,28.6392629614,24.0021878935,15.4288677091,21.6821390684,207.52,47.4224769821,13.9862471828,47.2170787298,32.8034946472,16.6758666641,29.3907104458,19.7016209704,18.9728716686,23.1068961016,43.2631106554,51.1791215083
2010-01-28,25.4171295164,,21.0828341659,50.1073749529,126.03,15.6655916893,50.8237264509,14.3408862598,18.4754437214,31.2976238277,28.4,6.769010979,18.4725706543,53.9815844225,26.2924750159,,,12.3686306482,22.1375786849,,267.972204524,22.540027226,33.0009497275,99.9564380633,15.2713590639,49.5483849243,32.6064788577,21.0685956895,23.9642165518,48.6801996922,36.0002142833,65.7610514951,13.4269529346,28.1426711865,23.5896123685,14.9099388252,21.327736963,201.68,46.9898619159,13.7138834219,47.8926067432,32.5010610559,16.6237952615,29.5587078882,19.405779683,18.6298736539,23.3117444713,42.6230758723,50.7262089286
2010-01-29,24.495409435,,20.6881416264,50.4524670669,125.41,15.3650103589,49.2314230007,14.1636079001,18.6747638611,32.070404663,28.39,6.860015608,18.4315569539,53.1560877737,26.4716400926,,,12.3073998034,22.4917053909,,265.7924759106,23.0923980468,32.0230210314,98.8579269056,14.8727091285,48.8183616982,32.1604935845,21.0958160974,24.0074472492,48.3702827755,35.7667174105,65.549313125,13.3263011135,28.2983193548,22.7968201833,14.2612777203,20.9551603905,195.35,46.8954731742,13.7359669701,47.7916657757,32.0087273026,16.5066346058,29.1785031502,19.2602069861,18.6870399897,23.2953566017,43.2874157737,50.3123405368
2010-02-01,24.8355543716,,20.8444555034,50.6595223353,118.87,15.4710978873,50.1250626922,14.3875384597,18.6900961796,32.2635998718,28.48,6.9076846994,18.6448281959,54.2321816194,26.4447653311,,,12.4375153486,22.2773655425,,267.3352382702,23.40568299,32.628010818,100.6995485524,15.0337023716,48.9969844024,32.7303636558,21.1463682834,24.3456073705,49.5014795214,35.9835359352,65.5085942077,13.3397213563,28.3872611652,22.9828836554,15.3547350114,21.1005561261,204.2,47.7449718496,13.8316623455,48.1333121273,32.4307276626,16.5196524564,29.2934487686,19.6429223023,18.8077244763,23.7050533411,43.3279243043,51.6788871136
2010-02-02,24.9796727737,,21.2743186653,51.0995147807,118.12,15.6479104346,49.9788307427,14.5554863795,18.9967425484,32.9397831026,28.875,7.0593590812,18.8827076581,54.8734156233,26.8568450077,,,12.8967466845,22.6268326866,,266.3822966306,23.933320789,32.7523237878,101.3941953139,15.263692719,49.6959428104,33.4901904174,21.406906473,24.2629887045,49.6099504423,36.9175234265,65.5004504242,13.3732719633,29.3063265397,23.0233322362,15.512266994,21.5912667337,204.42,48.098929631,14.0304142792,48.8398988999,33.4786952231,16.7214291413,30.1069100686,19.7251004376,18.8839462574,23.7050533411,43.3360260104,52.2879764449
2010-02-03,25.4094772118,,21.3563834507,50.9614779351,119.1,15.5771854157,50.2712946417,14.4901732996,18.7820900902,32.553392685,29.155,6.9206853607,18.9237213585,53.9594729051,27.5466305533,,,12.7666311393,22.1515573707,,271.2473144747,23.4716377148,32.4954103168,101.4992000569,15.2081117184,49.4163594472,33.2754567674,21.3369111385,23.7845689874,50.5242053466,36.6923657277,66.3718352552,13.2726201422,28.6985575017,23.1608574112,15.641999215,21.5821795002,208.53,48.2090498297,13.8390235283,48.6457816547,33.0355948452,16.6498309628,29.461446211,19.6100510481,18.5409482426,23.0987021668,43.9679590874,52.006858292
2010-02-04,24.4937514357,,21.0320321559,49.6328732962,115.94,15.2235603211,48.52087859,13.7623989806,18.39111597,30.7180382013,27.915,6.7256754414,18.9975460192,52.6032998393,26.5791391387,,,12.276784381,21.6529842452,,264.2045742101,23.0264433219,31.268855681,99.350641469,14.6980835815,48.6475051984,31.6732133787,20.7769484623,21.3377115187,49.633194211,35.2413494466,64.5069088412,13.0310557716,27.4978430608,22.5217698333,14.7338736681,21.0005965579,200.01,46.9112046311,13.400515264,47.6751954286,32.3111608939,16.2918400703,28.701036735,19.499697552,18.1852465977,22.2121848129,42.9147372924,50.5387968267
2010-02-05,24.9286574102,,21.0906498598,49.7622828389,117.39,15.2058790664,47.7683632781,13.9956599803,18.3757836515,31.1044286189,27.58,6.6823399037,19.4404939834,52.4632602292,26.4626818388,,,12.085437991,21.6110481879,,266.46755983,23.067665025,31.0533798666,99.3264096052,15.0458300384,48.6475051984,31.631918446,20.6447350527,21.2060980623,49.0985875297,34.7493381789,63.961275349,13.004215286,27.223605812,22.6673847245,15.0304044589,21.4004348307,196.96,46.8089501609,13.3484888597,47.5975485305,32.1142273926,16.428527502,28.7717725002,19.3846481625,18.2551165637,22.5076905975,43.303619186,50.2732963489
2010-02-08,24.7577559422,,20.8483633504,49.5724821762,116.83,15.0379071465,47.3512080509,13.510477101,18.3681174923,30.4282453881,27.385,6.5913352747,19.2756189078,51.6893571211,26.4089323158,,,11.9400147346,21.4759208922,,267.5609349743,23.5705698022,30.5561279872,98.8902360573,14.9530976499,48.437817676,31.1363792537,20.4736353461,21.7498441665,48.7499309984,34.8494082673,63.1387532188,12.9975051645,27.1198403664,22.4246932392,15.0026046973,21.0096837914,200.62,46.3763350948,13.2593007382,47.372372526,32.0227939813,16.2592954437,28.6568268817,19.499697552,18.0200994054,21.6950496897,42.882330468,50.5778410146
2010-02-09,25.0217604487,,20.8483633504,49.356799605,118.03,15.0202258917,48.864418189,13.501146661,18.5904361097,30.7180382013,27.75,6.6693392424,19.5963460449,52.5590768045,26.731429454,,,11.9400147346,21.5737716925,,269.0505332214,23.8014113392,31.3434434629,99.969363182,15.1849286212,48.7406996528,31.7062493249,21.0024889847,21.4664429285,49.2535459881,35.3247411869,64.1078634514,13.0578962572,27.030898556,22.6592950083,14.8821390635,21.3640858969,205.38,47.2336994986,13.289030112,47.9547242617,32.9511947732,16.4415453526,29.1785031502,19.499697552,18.2614683788,21.9248875222,43.1415850637,51.2459243846
2010-02-10,24.8847841975,,20.813192728,49.0375893995,117.36,14.8522539718,48.7008279038,13.6877554607,18.3374528554,30.9112334101,28.31,6.6346708123,19.4897104239,52.1463284802,26.9016362769,,,12.008899435,21.4200061491,,268.0499444998,23.6200358458,31.2605681497,99.6448136708,15.2158394174,48.7174010392,32.1026806788,20.9169391314,21.7978782746,49.0056124547,35.1496185323,64.0264256167,13.004215286,26.8307794825,22.643115576,15.1694032671,21.0005965579,206.4,47.4932685384,13.1849773035,47.8848420534,32.9230614158,16.3504203982,28.9220860013,19.6675757429,18.3376901598,22.3106867411,43.1334833575,50.9708312323
2010-02-11,25.3380557028,,20.922612442,48.7451238329,120.09,15.1439946748,49.5596769011,13.6504337008,18.3144543778,31.0078310145,28.585,6.6433379199,19.6291570052,52.3674436539,27.0180935768,,,12.0701302798,21.7881115409,,269.0304712921,23.9003434265,31.6832322472,100.3912775465,15.501764282,48.8571927208,32.2265654769,21.0841502083,21.9996215288,49.4240002923,35.2747061427,65.3701498887,13.1585480783,27.334783075,22.7482818863,15.8643973081,21.2186901613,208.9,48.1303925449,13.2815977685,48.1100180579,34.2312625317,16.3959828754,29.284606798,20.0202941027,18.4456710163,22.2286018009,43.0038560597,51.277363602
2010-02-12,25.5561463821,,21.0750184721,48.7270064969,119.66,15.3473291042,48.7908025606,13.482485781,18.3297866962,30.7180382013,28.445,6.6476714736,19.4897104239,52.8391560247,26.9374692922,,,11.9017454566,21.9046005889,,267.3853930933,23.9085877671,31.3765935882,100.6103484666,15.7876891467,48.7096348347,32.1687525711,20.9908230956,21.6614614075,49.2690418339,35.3914545792,64.4824774908,13.1719683211,27.3644303451,22.5945772789,16.077528814,21.2732135621,207.78,47.9180178761,13.2295713643,47.9547242617,34.6673295703,16.3178757716,28.4534615567,19.9356416963,18.3758010503,22.0644319205,42.8580253496,50.9315322105
2010-02-16,25.9413123771,,21.3329363692,49.1669989423,117.53,15.4534166326,50.1077043565,14.1449470201,18.5597714728,31.9738070586,28.965,6.7906787478,19.6865761857,54.3124911736,27.2957994458,,,12.276784381,21.839366722,,271.4880576257,24.271338754,31.9981584374,101.6083382135,16.0117924189,49.4008270382,33.0937590635,21.31746799,21.6441691286,49.5944545965,35.8334308027,65.1014050343,13.2390695352,27.9129048429,23.0395116686,16.3740596048,21.6367029011,211.21,48.2247812866,13.1701126166,48.7855460713,34.7587629817,16.4805989045,27.9671531709,20.1943018268,18.5345964275,22.4830651155,43.3927379532,52.0947832548
2010-02-17,25.8329047295,,21.39546192,49.3481723021,116.31,15.391532241,50.565757155,14.6114690194,18.7897562494,32.9397831026,29.54,6.7863451941,19.7439953663,54.2008748745,27.6451713455,,,12.3609767926,22.6687687439,,269.9367689462,24.7495105093,32.6466577634,102.5008493692,15.9654262247,49.6881766059,33.0689821039,21.5157881045,21.5990170669,49.7881526694,36.2503895041,65.6918293357,13.2726201422,27.6757266817,23.2345551536,16.5315915874,21.9729305396,212.87,48.8540395647,13.1329508993,48.8010754509,35.0471298943,16.5326703071,28.7806144708,20.3212804364,18.5091891672,22.4338141514,43.797823259,51.6860734284
2010-02-18,25.8811142481,,21.4814345524,49.4085634221,118.08,15.4268947505,51.4409651808,14.8167386991,19.0427395037,33.1329783114,29.945,6.8166800704,19.9162529079,54.7812796301,27.7885034069,,,12.429861493,23.0415336975,,272.4510302299,24.9803520464,33.2813842894,103.7016825606,16.1045248075,49.7347738331,33.3745646058,21.7413286268,21.3271440149,49.9586069736,36.5339214211,66.4869513029,13.4202428132,27.638667594,23.5425613237,15.4474008835,22.2818964777,232.95,49.1844001607,13.1775449601,49.2203687006,35.3636301643,16.428527502,28.90440206,20.4482590459,18.5155409823,22.4420226454,43.3198225982,51.8432695155
